city,latitude,longitude,year,month,day,temperature
New York,40.6943,-73.9249,2019,5,27,19.26
New York,40.6943,-73.9249,2019,5,28,18.61
New York,40.6943,-73.9249,2019,5,29,16.32
New York,40.6943,-73.9249,2019,5,30,20.87
New York,40.6943,-73.9249,2019,5,31,20.75
New York,40.6943,-73.9249,2019,6,1,21.07
New York,40.6943,-73.9249,2019,6,2,18.95
New York,40.6943,-73.9249,2019,6,3,17.41
New York,40.6943,-73.9249,2019,6,4,21.11
New York,40.6943,-73.9249,2019,6,5,23.78
New York,40.6943,-73.9249,2019,6,6,22.21
New York,40.6943,-73.9249,2019,6,7,21.04
New York,40.6943,-73.9249,2019,6,8,19.74
New York,40.6943,-73.9249,2019,6,9,18.45
New York,40.6943,-73.9249,2019,6,10,21.5
New York,40.6943,-73.9249,2019,6,11,19.66
New York,40.6943,-73.9249,2019,6,12,17.22
New York,40.6943,-73.9249,2019,6,13,18.58
New York,40.6943,-73.9249,2019,6,14,20.68
New York,40.6943,-73.9249,2019,6,15,22.53
New York,40.6943,-73.9249,2019,6,16,22.19
New York,40.6943,-73.9249,2019,6,17,21.08
New York,40.6943,-73.9249,2019,6,18,20.35
New York,40.6943,-73.9249,2019,6,19,21.62
New York,40.6943,-73.9249,2019,6,20,22.25
New York,40.6943,-73.9249,2019,6,21,22
New York,40.6943,-73.9249,2019,6,22,22.78
New York,40.6943,-73.9249,2019,6,23,23.92
New York,40.6943,-73.9249,2019,6,24,23.93
New York,40.6943,-73.9249,2019,6,25,25.35
New York,40.6943,-73.9249,2019,6,26,26.21
New York,40.6943,-73.9249,2019,6,27,26.09
New York,40.6943,-73.9249,2019,6,28,26.23
New York,40.6943,-73.9249,2019,6,29,24.95
New York,40.6943,-73.9249,2019,6,30,23.74
New York,40.6943,-73.9249,2019,7,1,25.47
New York,40.6943,-73.9249,2019,7,2,26.26
New York,40.6943,-73.9249,2019,7,3,26.7
New York,40.6943,-73.9249,2019,7,4,25.09
New York,40.6943,-73.9249,2019,7,5,26.74
New York,40.6943,-73.9249,2019,7,6,25.47
